"","X","MachineID","MachineModel","ServicePeriod","No.Replacements","No.schservice","No.Repairs","mean_Compreplaced","min_Compreplaced","max_Compreplaced","mean_schrepair","min_schrepair","max_schrepair","mean_comprepair","min_comprepair","max_comprepair","error2","error3","error4","error5","error1","Noaction_Errors","Range_Sensor1_Noerror","Mean_Sensor1_Noerror","Range_Sensor2_Noerror","Mean_Sensor2_Noerror","Range_Sensor3_Noerror","Mean_Sensor3_Noerror","Range_Sensor4_Noerror","Mean_Sensor4_Noerror","Range_Sensor1_error2","Mean_Sensor1_error2","Range_Sensor2_error2","Mean_Sensor2_error2","Range_Sensor3_error2","Mean_Sensor3_error2","Range_Sensor4_error2","Mean_Sensor4_error2","Range_Sensor1_error3","Mean_Sensor1_error3","Range_Sensor2_error3","Mean_Sensor2_error3","Range_Sensor3_error3","Mean_Sensor3_error3","Range_Sensor4_error3","Mean_Sensor4_error3","Range_Sensor1_error4","Mean_Sensor1_error4","Range_Sensor2_error4","Mean_Sensor2_error4","Range_Sensor3_error4","Mean_Sensor3_error4","Range_Sensor4_error4","Mean_Sensor4_error4","Range_Sensor1_error5","Mean_Sensor1_error5","Range_Sensor2_error5","Mean_Sensor2_error5","Range_Sensor3_error5","Mean_Sensor3_error5","Range_Sensor4_error5","Mean_Sensor4_error5","Range_Sensor1_error1","Mean_Sensor1_error1","Range_Sensor2_error1","Mean_Sensor2_error1","Range_Sensor3_error1","Mean_Sensor3_error1","Range_Sensor4_error1","Mean_Sensor4_error1","Max_Occuring_error","Max_replaced_Comp","Max_service_comp","error2._NO.Comp_replacements","error3._NO.Comp_replacements","error4._NO.Comp_replacements","error5._NO.Comp_replacements","error1._NO.Comp_replacements"
"11",11,"MID10811","model4",19,7,1,19,45,15,105,0,0,0,33.1875,15,75,2,3,0,3,2,1,112.520098860107,170.817420996932,485.502933985801,446.181836675678,82.328695852283,100.451877671164,44.7721062078354,40.4572461071298,29.235326901829,177.795985203,1.98086106689601,364.670596553529,1.7607338672908,95.1504407867664,5.1630338335953,36.1375395768717,29.235326901829,174.340240325939,13.301445342795,360.566924950413,5.1280669364899,96.5663407877146,13.103982719077,39.6450281776315,112.520098860107,170.817420996932,485.502933985801,446.181836675678,82.328695852283,100.451877671164,44.7721062078354,40.4572461071298,28.132565257307,170.127903457891,53.970921051905,402.183698811409,22.6549126281398,96.8895373429534,22.2240730887812,54.905184012551,30.708707165636,205.252800380583,43.700832129173,438.906284674315,10.5217888370554,94.1474654838255,7.161354673937,33.6104847003256,"error3, error5","Component4","Component1",2,2,0,3,2
"12",12,"MID10812","model3",19,6,0,25,54,30,105,0,0,0,27.05882353,15,75,4,2,0,3,1,2,125.37183689369,170.597516004999,407.477575669048,447.084424693312,101.143126884009,100.752675338596,39.8805290657458,40.4162729442005,81.507120261459,163.69651856313,183.431954362348,429.802565503084,16.9067802392584,104.43844133755,9.6729909213269,39.7371429660991,58.73038823348,147.889752719928,38.44507576111,367.065091064486,16.9067802392584,105.630701962157,3.1448878799624,41.4567230815496,125.37183689369,170.597516004999,407.477575669048,447.084424693312,101.143126884009,100.752675338596,39.8805290657458,40.4162729442005,59.886623772297,189.28095200735,92.610900723313,451.958554383502,16.1222953124944,91.8100444470946,10.8610269636737,51.1022365716362,0,189.600565158558,0,425.263224173928,0,97.4929009457164,0,41.3887763409532,"error2","Component4","None",2,2,0,3,1
"13",13,"MID10813","model4",18,6,4,21,51,30,75,162.3333333,30,427,24.23529412,15,82,1,2,2,4,1,3,121.108014878688,170.562931963618,392.729755477903,447.21523225926,96.0742262653709,100.656546262594,43.0634256798373,40.4135891882164,0,179.821922578456,0,264.318703227495,0,94.9414430827757,0,45.6728773172755,17.715268496845,170.964288330033,200.501634118095,364.569520286543,4.5624578491113,97.2226720073314,2.3915742078303,46.8686644211907,0.313938339894008,170.095346332717,0.953037897842023,416.207822029765,24.139086860215,115.516373538482,3.645529465735,39.7953519147827,19.445082831856,181.427479559766,51.209139297613,477.092697497657,19.2896762026021,107.536271608328,6.9641306281804,50.8812353763692,0,195.908063393756,0,375.133776954817,0,105.185664206649,0,46.6992202954309,"error5","Component4","Component1",1,1,0,4,1
"14",14,"MID10814","model4",18,8,2,23,42.85714286,15,90,30,30,30,24.83333333,15,132,3,3,1,5,3,3,120.798038084993,170.774374908447,458.172224586102,446.506837660314,85.9598297210984,100.597121723484,47.3739423718888,40.613023807289,24.748975581844,172.136484351435,65.343312711453,394.22425346137,10.9941998477251,98.2644008990773,8.502035399945,44.7049596778837,24.748975581844,172.136484351435,65.343312711453,394.22425346137,10.9941998477251,98.2644008990773,8.502035399945,44.7049596778837,0,181.840682638661,0,507.589533622134,0,85.834543349809,0,36.3501249411124,25.213949404677,159.278221350247,112.3535823717,410.379844079716,8.48101186704029,96.0809623321146,24.4736373868526,45.9208739093428,25.758285223617,189.241209423155,89.993119148867,458.075481059962,7.44583996457881,94.096485751903,7.971245394487,42.9481445025419,"error5","Component4","Component2, Component3",3,3,0,4,1
"15",15,"MID10815","model3",18,7,0,18,61,5,150,0,0,0,29.6875,15,60,2,1,1,3,2,2,124.299687576448,170.388032941526,401.889341657585,446.573095804712,88.0816127010783,100.804911183459,48.1203547568485,40.4828759127691,0.301304385007995,185.757962532546,136.439389345578,352.441558901455,4.501350922496,106.620015839922,9.2501181425313,44.3976355705993,0,185.607310340042,0,284.221864228666,0,108.87069130117,0,39.7725764993337,0,173.006738063065,0,450.163359515359,0,88.91614715691,0,39.608495227514,15.174724882208,170.780927536349,109.016223437325,452.195807871505,19.20950493596,99.7205408638736,12.1273810003776,51.7821514724678,2.64176539811601,184.286427640984,168.710982230933,368.577355344132,2.840566577997,107.450408012171,3.892374612845,37.8263891929112,"error5","Component4","None",2,2,0,3,3
"16",16,"MID10816","model4",17,8,0,19,40.71428571,15,90,0,0,0,25.25,15,90,2,2,1,5,3,3,114.120378831807,170.577450978054,419.363993182733,447.907450737116,95.3583586978084,100.824835292292,43.0468440802709,40.6723189650888,7.863745305554,179.220747952342,124.91615771739,427.365090398541,3.8520993736893,96.0632871761382,2.6135360817626,44.6292864677216,7.863745305554,179.220747952342,124.91615771739,427.365090398541,3.8520993736893,96.0632871761382,2.6135360817626,44.6292864677216,0,151.538142782083,0,481.898363863494,0,94.7212528516215,0,39.8608406222542,29.195215138824,165.761843099167,137.71587430956,450.317266069039,21.4781533946008,94.1989637714089,13.7737660764519,52.2712388994838,17.279959207473,182.626386951619,59.899874606846,447.746672987004,21.8621033070181,101.663459124537,13.7438286774291,40.5018321994225,"error5","Component4","None",2,2,0,5,1
"17",17,"MID10817","model3",17,5,1,26,71.25,30,105,0,0,0,23.8,15,101,2,2,1,3,0,1,127.552800199531,170.156348238178,403.435134451394,446.720581936334,89.8153575627654,100.462152992575,41.2773012675002,40.4793160446294,0.584397961376993,173.561959399161,38.224969080231,337.956825837053,6.07449785589,100.462781198803,8.25569825612151,40.2450553572532,0.584397961376993,173.561959399161,38.224969080231,337.956825837053,6.07449785589,100.462781198803,8.25569825612151,40.2450553572532,0,203.266074848871,0,444.616659213954,0,80.1718424678722,0,45.9437828116238,15.848034368435,167.044012148238,66.286150497126,416.19082622,12.545763841538,112.569887285977,18.3554677239145,48.9553596242678,127.552800199531,170.156348238178,403.435134451394,446.720581936334,89.8153575627654,100.462152992575,41.2773012675002,40.4793160446294,"error5","Component4","Component4",2,2,0,3,0
"18",18,"MID10818","model4",18,7,2,21,47.5,15,105,30,30,30,28.375,15,64,3,3,0,3,3,1,118.4918,170.299654605674,447.7773,445.531773878265,82.11642,100.888963629546,46.71612,40.4301158555181,2.75,166.181566666667,26.2432,368.107633333333,18.70817,98.70631,10.26728,41.1681166666667,2.75,166.181566666667,26.2432,368.107633333333,18.70817,98.70631,10.26728,41.1681166666667,118.4918,170.299654605674,447.7773,445.531773878265,82.11642,100.888963629546,46.71612,40.4301158555181,9.35819999999998,177.349133333333,19.7097,398.2132,21.34488,107.465306666667,7.51193,47.68225,28.1059,177.614733333333,185.6128,396.938666666667,23.98506,108.569946666667,15.47939,40.83086,"error1, error2, error3, error5","Component2, Component4","Component1, Component4",3,3,0,3,2
"19",19,"MID10819","model4",17,8,4,25,47.14285714,15,75,131.6666667,30,245,26.76470588,15,75,4,4,0,4,1,1,126.1704,170.570964204474,411.9023,445.584471453568,89.24069,100.813183424572,44.89519,40.5766580177478,38.8479,170.113625,185.3064,327.885625,20.72326,106.69056,7.3155,38.32742,38.8479,170.113625,185.3064,327.885625,20.72326,106.69056,7.3155,38.32742,126.1704,170.570964204474,411.9023,445.584471453568,89.24069,100.813183424572,44.89519,40.5766580177478,24.4107,181.226325,62.8614,487.264175,23.60259,107.4318025,7.72479000000001,52.6855525,0,155.8892,0,460.2895,0,105.9066,0,44.27636,"error2, error3, error5","Component2, Component4","Component1",4,4,0,4,0
"20",20,"MID10820","model3",18,10,0,22,40.125,15,60,0,0,0,23.11111111,15,45,2,2,1,4,4,2,122.186293782298,170.931372969959,408.177667340074,449.006261248208,83.5673970073502,100.702053195167,47.1006768718512,40.5366285448683,34.003566191271,186.579745059009,108.601291058769,427.385049087098,10.7040038594603,103.424328775608,8.9667387406142,49.8272977315811,21.545199165125,158.805362380812,15.489351340279,380.829079227853,21.8886625639407,97.8319994233676,9.7356768945452,40.4760899140014,0,174.243769346387,0,428.176958679741,0,91.9056184473416,0,49.0404728143903,30.327436328387,186.426604685049,194.696457133378,425.194867691047,12.1517762161962,99.7064530792402,10.8251253330388,51.0036343629341,25.697768812167,205.413316568468,124.799655277431,475.956508184963,27.9744707369332,90.9047953886685,12.9962917302012,43.6349609927486,"error1, error5","Component4","None",2,1,0,5,5
"21",21,"MID10821","model2",18,11,1,19,41.125,15,90,0,0,0,31.1875,15,90,2,1,4,4,1,1,120.506042887729,170.895759520216,396.352535274585,448.421498945523,98.0520613982529,101.180544053136,44.64030860635,40.4655029753106,3.64879503379501,148.1510290566,110.498669466907,435.860176470175,6.320703160715,114.61837035395,0.129678136116603,39.3987685708714,0,146.326631539703,0,380.610841736721,0,117.778721934307,0,39.3339295028131,38.990256073943,166.548337507432,150.23957311653,459.434053379216,15.765773632496,119.587748790823,12.7178538139319,44.1751910504737,20.121607449641,172.599271146914,80.805519878926,442.891660320436,15.9800458048585,103.094725683409,4.3613623728029,54.4917962451607,0,220.102061868363,0,416.037098225826,0,89.8477507472313,0,39.670475992011,"error4, error5","Component3, Component4","Component4",2,2,6,5,1
"22",22,"MID10822","model3",17,7,1,21,53.66666667,15,105,0,0,0,22.73684211,15,72,2,3,0,3,1,1,107.968317484529,170.5275698129,424.073835128261,446.879905021562,97.679801193536,100.877699255646,44.4179542619706,40.5308003005115,33.679410732001,175.196494456411,89.721080909372,283.505385772996,0.534252237833002,105.38215565894,12.435660650342,47.1470674238313,34.712765814806,181.154181272679,179.848664556397,328.501427140233,7.0888102588583,103.108260945627,18.7036109508298,42.9851405486117,107.968317484529,170.5275698129,424.073835128261,446.879905021562,97.679801193536,100.877699255646,44.4179542619706,40.5308003005115,19.778398383083,173.282629072508,51.78260454752,432.185910430898,12.253861988189,113.041333253719,5.2960176107754,48.9790002551643,0,193.060985911141,0,400.416676027971,0,112.643753583349,0,36.869209013177,"error3, error5","Component2, Component4","Component1",2,2,0,3,1
"23",23,"MID10823","model2",17,17,0,15,22.46153846,15,45,0,0,0,36,12,90,5,4,6,4,3,2,117.017700659085,170.630665483814,422.524482918509,445.685574159934,98.4692112304595,101.61644938344,43.4301961600829,40.4569448861486,20.048795911255,165.119553547962,46.967791786572,343.551750353377,33.4107684047877,114.932209913947,17.6888341671129,36.6869026253133,20.048795911255,165.806288591516,46.967791786572,340.61030028143,32.467629087771,118.856583501901,10.9673414305842,34.5610776634826,37.908407003339,169.373302272762,180.950722483525,445.835955914734,23.525714444384,131.721110036338,9.3513701707278,35.1975213024585,53.372817606351,185.238978137572,51.524431209971,443.309423254606,22.3094760182393,99.8303912592514,6.0069653933994,51.3910039437109,40.308667184387,196.172911283773,68.9810932905,488.437547842573,24.8345833727773,100.368172484808,4.2206932419342,46.3298548697324,"error4","Component3","None",6,6,8,5,3
"24",24,"MID10824","model3",18,6,1,22,57,30,120,0,0,0,23.52631579,15,72,3,3,1,3,2,3,126.2186,170.486018385202,434.5644,446.15468007749,86.19913,100.428709575053,43.40878,40.534623655793,21.6744,186.220366666667,66.7788,332.651833333333,9.80377,97.46726,8.52055,44.1549033333333,21.6744,186.220366666667,66.7788,332.651833333333,9.80377,97.46726,8.52055,44.1549033333333,0,166.5928,0,451.9262,0,98.00638,0,30.17292,36.003,170.9715,37.1474,419.274766666667,21.37907,106.548676666667,13.57518,45.9825733333333,3.25030000000001,166.35025,117.3599,468.04825,22.61749,90.638255,0.403889999999997,37.632535,"error2, error3, error5","Component2, Component4","Component3",3,3,0,3,0
"25",25,"MID10825","model4",16,8,2,22,47.5,15,75,396,396,396,22.83333333,15,66,3,3,0,5,1,2,125.20016921811,170.7904531693,410.453421441466,446.785391856146,80.5646609473922,100.611043432386,44.0052505181638,40.5156991165742,4.10118962507499,161.53469498323,195.25681241431,433.644708994917,11.513141054732,103.667572864076,10.1965597110224,40.8250785703705,21.350580960099,168.35233740902,135.293374628241,413.656896399561,6.358848716064,99.987081271417,7.3781612920431,37.0642053725206,125.20016921811,170.7904531693,410.453421441466,446.785391856146,80.5646609473922,100.611043432386,44.0052505181638,40.5156991165742,45.958315517052,170.733403971647,133.70513255724,465.819307194875,27.1895048496573,103.566952527254,12.8446354678587,50.0612881372554,0,176.915426522438,0,483.268485598663,0,108.67436069052,0,46.8866369726013,"error5","Component4","Component3, Component4",2,2,0,6,2
"26",26,"MID10826","model3",16,10,2,20,36.875,25,45,30,30,30,27.1875,15,75,5,5,1,5,1,4,126.820829279551,170.51318100693,437.634741180134,445.240554343274,79.0453184670106,100.696618278343,41.8361640525705,40.4966465794791,16.65584053378,170.265783184378,177.377448155473,379.061650820308,11.4886452149892,95.4829466401278,12.4024104698139,40.7394174477605,14.037499900511,168.949096606118,88.868851824158,361.359931554045,11.4886452149892,94.7392471286919,12.4024104698139,40.085825468942,0,193.554307738995,0,472.668846146758,0,97.23117022836,0,36.9991455009919,15.404645604429,174.008421224245,160.862150383659,443.977086695274,9.35835997193421,98.4994923526456,8.1945279832339,47.9009397911888,0,170.565783770488,0,419.192534777958,0,113.26265952102,0,38.4878964939273,"error2, error3, error5","Component2, Component4","Component1, Component3",5,5,0,6,0
"27",27,"MID10827","model4",16,8,2,21,36.42857143,15,60,396,396,396,33.1875,15,111,2,2,0,5,1,0,118.829198646618,170.554592777297,368.290257519407,446.304613640619,89.6201699391207,100.557268929645,46.4749733753988,40.4223520285873,48.884328002853,171.36676588086,21.184775036234,396.043516095461,10.0920419709114,96.0758274628773,6.2682370995314,41.2189289807028,48.884328002853,171.36676588086,21.184775036234,396.043516095461,10.0920419709114,96.0758274628773,6.2682370995314,41.2189289807028,118.829198646618,170.554592777297,368.290257519407,446.304613640619,89.6201699391207,100.557268929645,46.4749733753988,40.4223520285873,56.403839056983,168.891213032038,119.230997759388,446.952911400206,46.8453209386421,96.2411130049697,17.8416038803481,51.1108076431497,0,178.883465247412,0,401.653659935056,0,103.246375694983,0,38.199514765266,"error5","Component4","Component1",2,2,0,5,1
"28",28,"MID10828","model2",16,12,1,16,30,15,45,0,0,0,32.2,15,138,3,4,5,4,2,3,110.649813207681,170.90038453923,433.957988978643,446.472509780875,119.120916942534,101.407267851339,41.5487683232003,40.6096279905611,36.652800208706,167.324405658912,68.718379889512,348.035201299673,15.91020258144,104.645259794975,12.4964712503709,40.7582782139232,36.652800208706,170.257661033681,190.885122775367,385.281116372036,22.1912811425059,100.971778130506,13.1278760664762,42.1767509953167,43.766568048397,171.436611320935,114.766939798565,446.462859650708,41.5190768401618,115.578691626392,17.2167206724008,44.9695536928962,27.589799987102,171.373232868973,108.557407117391,453.660653266808,48.8736341205434,104.997402369858,11.5490359129933,48.4585304101356,20.207852189838,180.305507166679,14.879873206039,400.716403615445,9.30167481269299,115.436172031355,2.706601417934,36.474372654393,"error4","Component4","Component1",3,3,4,5,2
"29",29,"MID10829","model3",17,9,0,21,45,15,120,0,0,0,24,15,75,4,4,0,4,3,2,107.940394005645,170.737716750766,396.839933286444,445.432288451948,91.9970001391477,100.454457248906,43.155295328225,40.6096435599985,34.757083476581,177.60105099879,126.510146646303,380.983369375602,39.1073899999686,104.275257383514,12.4053644600515,44.0569741369732,34.757083476581,177.60105099879,126.510146646303,380.983369375602,39.1073899999686,104.275257383514,12.4053644600515,44.0569741369732,107.940394005645,170.737716750766,396.839933286444,445.432288451948,91.9970001391477,100.454457248906,43.155295328225,40.6096435599985,31.846002504458,180.052896751752,122.426735296989,480.839251113714,13.6573425948554,103.738611978602,12.4771415515605,48.2730545377758,21.687941544271,176.244071829209,75.650289657731,448.525748434067,19.2091741211957,99.1643131110034,14.7905505734175,45.7485069701385,"error2, error3, error5","Component2, Component4","None",4,4,0,5,2
"30",30,"MID10830","model4",17,6,3,20,45,30,90,243,243,243,32.0625,15,138,3,4,3,2,2,5,118.508756467302,170.769937648581,402.925940024623,447.157720992176,93.435800382737,100.426762918608,47.9482769108131,40.3927783111748,24.338233187749,170.311434139772,42.820609119352,350.475738927151,3.7159568256872,100.774769563781,12.5297745517882,40.3855696410238,25.472209547133,173.24331768025,223.240012377681,402.632609176032,4.64516369445619,101.324106533526,12.5297745517882,39.8916172408746,48.96845783787,179.208157059932,47.98714385548,466.64162673405,18.5245713966519,102.783208848805,12.9306138594277,40.3301549231119,27.809019181176,167.942579787848,10.536011504306,473.939481805758,35.5351079299969,93.2928447913966,3.347538018167,45.5905636687143,5.298056999056,170.813523222936,43.646539724521,400.507086526605,3.5370955491947,100.274362799397,1.4651596519018,42.8256533774645,"error3","Component2","Component1",4,4,0,2,2
